"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Funding Details","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Webb B.D.; Metikala S.; Wheeler P.G.; Sherpa M.D.; Houten S.M.; Horb M.E.; Schadt E.E.","Webb, Bryn D. (36836388400); Metikala, Sanjeeva (56146440700); Wheeler, Patricia G. (7101693531); Sherpa, Mingma D. (55656802800); Houten, Sander M. (6603900835); Horb, Marko E. (6603216267); Schadt, Eric E. (57204866271)","36836388400; 56146440700; 7101693531; 55656802800; 6603900835; 6603216267; 57204866271","Heterozygous Pathogenic Variant in DACT1 Causes an Autosomal-Dominant Syndrome with Features Overlapping Townes–Brocks Syndrome","2017","Human Mutation","38","4","","373","377","4","18","10.1002/humu.23171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011662548&doi=10.1002%2fhumu.23171&partnerID=40&md5=6d593b0e84aeeaf87b7525c10f304724","Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Department of Pediatrics, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Icahn Institute for Genomics and Multiscale Biology, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Bell Center for Regenerative Biology and Tissue Engineering and National Xenopus Resource, Marine Biological Laboratory, Woods Hole, MA, United States; Department of Pediatrics, Division of Genetics, Nemours Children's Clinic, Orlando, FL, United States","Webb B.D., Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, United States, Department of Pediatrics, Icahn School of Medicine at Mount Sinai, New York, NY, United States, Icahn Institute for Genomics and Multiscale Biology, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Metikala S., Bell Center for Regenerative Biology and Tissue Engineering and National Xenopus Resource, Marine Biological Laboratory, Woods Hole, MA, United States; Wheeler P.G., Department of Pediatrics, Division of Genetics, Nemours Children's Clinic, Orlando, FL, United States; Sherpa M.D., Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Houten S.M., Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, United States, Icahn Institute for Genomics and Multiscale Biology, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Horb M.E., Bell Center for Regenerative Biology and Tissue Engineering and National Xenopus Resource, Marine Biological Laboratory, Woods Hole, MA, United States; Schadt E.E., Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, United States, Icahn Institute for Genomics and Multiscale Biology, Icahn School of Medicine at Mount Sinai, New York, NY, United States","NIH Office of the Director, OD, (P40OD010997); Icahn School of Medicine at Mount Sinai, ISMMS","B.D. Webb; Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, United States; email: bryn.webb@mssm.edu","","John Wiley and Sons Inc.","10597794","","HUMUE","28054444","English","Hum. Mutat.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85011662548"
"Qiang W.; Sun R.; Zheng X.; Du Y.","Qiang, Wei (52464409400); Sun, Rongxin (57210018960); Zheng, Xiaopu (8631003500); Du, Yuan (8562278700)","52464409400; 57210018960; 8631003500; 8562278700","Massive pericardial effusion and cardiac tamponade revealed undiagnosed Turner syndrome: a case report","2020","BMC Cardiovascular Disorders","20","1","459","","","","0","10.1186/s12872-020-01728-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093922340&doi=10.1186%2fs12872-020-01728-2&partnerID=40&md5=c29f1229caf8103eb61c71585751f138","Department of Endocrinology, The First Affiliated Hospital of Xi’an Jiaotong University, Xi’an, 710061, China; Beijing Key Laboratory of Diabetes Research and Care, Center for Endocrine Metabolism and Immune Diseases, Luhe Hospital, Capital Medical University, Beijing, 101149, China; Department of Cardiovascular Medicine, The First Affiliated Hospital of Xi’an Jiaotong University, No. 277 West Yanta Road, Xi’an, 710061, China","Qiang W., Department of Endocrinology, The First Affiliated Hospital of Xi’an Jiaotong University, Xi’an, 710061, China; Sun R., Beijing Key Laboratory of Diabetes Research and Care, Center for Endocrine Metabolism and Immune Diseases, Luhe Hospital, Capital Medical University, Beijing, 101149, China; Zheng X., Department of Cardiovascular Medicine, The First Affiliated Hospital of Xi’an Jiaotong University, No. 277 West Yanta Road, Xi’an, 710061, China; Du Y., Department of Cardiovascular Medicine, The First Affiliated Hospital of Xi’an Jiaotong University, No. 277 West Yanta Road, Xi’an, 710061, China","National Natural Science Foundation of China, NSFC, (2017KW-065, 81802829)","Y. Du; Department of Cardiovascular Medicine, The First Affiliated Hospital of Xi’an Jiaotong University, Xi’an, No. 277 West Yanta Road, 710061, China; email: yuan.du@xjtu.edu.cn","","BioMed Central Ltd","14712261","","BCDMB","33096991","English","BMC Cardiovasc. Disord.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85093922340"
"Wright-Pascoe R.A.","Wright-Pascoe, Rosemarie A (6701754822)","6701754822","Clinical features of spontaneous hypothyroidism in one physician's practice in Jamaica","2010","International Journal of General Medicine","3","","","137","141","4","0","10.2147/ijgm.s10234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052419741&doi=10.2147%2fijgm.s10234&partnerID=40&md5=e50801383587de3711903e5a8085c029","Department of Medicine, The University of the West Indies, Kingston, Jamaica","Wright-Pascoe R.A., Department of Medicine, The University of the West Indies, Kingston, Jamaica","","","","Dove Medical Press Ltd.","11787074","","","","English","Int. J. Gen. Med.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-80052419741"
"Faizi M.; Rochmah N.; Soetjipto S.; Endaryanto A.; Basuki S.; Hisbiyah Y.; Perwitasari R.K.","Faizi, Muhammad (57216542319); Rochmah, Nur (57216550383); Soetjipto, Soetjipto (25227033900); Endaryanto, Anang (55043187100); Basuki, Sukmawati (56674468000); Hisbiyah, Yuni (57225177814); Perwitasari, Rayi Kurnia (57431479200)","57216542319; 57216550383; 25227033900; 55043187100; 56674468000; 57225177814; 57431479200","Protein tyrosine phosphatase non-receptor type 22 C1858T gene polymorphism in children with down syndrome and autoimmune thyroid diseases","2023","Pediatria Medica e Chirurgica","45","1","283","","","","0","10.4081/pmc.2023.283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148773049&doi=10.4081%2fpmc.2023.283&partnerID=40&md5=e3134d7f722d103c7356febbdef29528","Department of Child Health, Faculty of Medicine, Dr. Soetomo General Hospital, Universitas Airlangga, East Java, Surabaya, Indonesia; Department of Medical Biochemistry, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Department of Parasitology, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia","Faizi M., Department of Child Health, Faculty of Medicine, Dr. Soetomo General Hospital, Universitas Airlangga, East Java, Surabaya, Indonesia, Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Rochmah N., Department of Child Health, Faculty of Medicine, Dr. Soetomo General Hospital, Universitas Airlangga, East Java, Surabaya, Indonesia, Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Soetjipto S., Department of Medical Biochemistry, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia, Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Endaryanto A., Department of Child Health, Faculty of Medicine, Dr. Soetomo General Hospital, Universitas Airlangga, East Java, Surabaya, Indonesia, Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Basuki S., Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia, Department of Parasitology, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Hisbiyah Y., Department of Child Health, Faculty of Medicine, Dr. Soetomo General Hospital, Universitas Airlangga, East Java, Surabaya, Indonesia, Doctoral Program of Medical Science, Faculty of Medicine, Universitas Airlangga, East Java, Surabaya, Indonesia; Perwitasari R.K., Department of Child Health, Faculty of Medicine, Dr. Soetomo General Hospital, Universitas Airlangga, East Java, Surabaya, Indonesia","Medicine University of Airlangga","S. Soetjipto; Surabaya, No. 6-8, East Java, 60286, Indonesia; email: Soetjipto1950@gmail.com","","Page Press Publications","03915387","","PMECD","36815569","English","Pediatr. Med. Chir.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85148773049"
"Słowińska-Klencka D.; Wojtaszek-Nowicka M.; Klencki M.; Wysocka-Konieczna K.; Popowicz B.","Słowińska-Klencka, Dorota (6701775751); Wojtaszek-Nowicka, Martyna (57156657900); Klencki, Mariusz (6603962159); Wysocka-Konieczna, Kamila (57208705737); Popowicz, Bożena (7801351587)","6701775751; 57156657900; 6603962159; 57208705737; 7801351587","The presence of hypoechoic micronodules in patients with Hashimoto′s thyroiditis increases the risk of an alarming cytological outcome","2021","Journal of Clinical Medicine","10","4","638","1","14","13","6","10.3390/jcm10040638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114066218&doi=10.3390%2fjcm10040638&partnerID=40&md5=50ad50f037fe2aa5e3c982f6ffca4a53","Department of Morphometry of Endocrine Glands, Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland; Department of Clinical Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland","Słowińska-Klencka D., Department of Morphometry of Endocrine Glands, Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland; Wojtaszek-Nowicka M., Department of Clinical Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland; Klencki M., Department of Morphometry of Endocrine Glands, Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland; Wysocka-Konieczna K., Department of Morphometry of Endocrine Glands, Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland; Popowicz B., Department of Morphometry of Endocrine Glands, Endocrinology, Medical University of Lodz, Pomorska Str 251, Łódź, 92-213, Poland","","D. Słowińska-Klencka; Department of Morphometry of Endocrine Glands, Endocrinology, Medical University of Lodz, Łódź, Pomorska Str 251, 92-213, Poland; email: dsk@tyreo.umed.lodz.pl","","MDPI","20770383","","","","English","J. Clin. Med.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85114066218"
"Chin A.; Robilliard R.; Groblewski J.C.; Tarro J.M.; Chen S.; Topor L.S.","Chin, Anna (57369243700); Robilliard, Renee (57220151654); Groblewski, Jan C. (6507382782); Tarro, John M. (7801491528); Chen, Sonja (57030901500); Topor, Lisa Swartz (36610920100)","57369243700; 57220151654; 6507382782; 7801491528; 57030901500; 36610920100","Occult Metastatic Papillary Thyroid Cancer in an Adolescent","2024","AACE Clinical Case Reports","10","1","","27","30","3","1","10.1016/j.aace.2023.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182529547&doi=10.1016%2fj.aace.2023.11.005&partnerID=40&md5=64884f3841e7ad1c035f921fec345549","Division of Pediatric Endocrinology and Diabetes, Hasbro Children's Hospital, Providence, Rhode Island, United States; Warren Alpert Medical School of Brown University, Providence, Rhode Island, United States; Division of Otolaryngology, The Warren Alpert Medical School of Brown University, Providence, Rhode Island, United States; Rhode Island ENT Physicians, Inc, Providence, Rhode Island, United States; Department of Pathology and Laboratory Medicine, Nationwide Children's Hospital, Columbus, OH, United States; Department of Pathology, The Ohio State University College of Medicine, Columbus, OH, United States","Chin A., Division of Pediatric Endocrinology and Diabetes, Hasbro Children's Hospital, Providence, Rhode Island, United States, Warren Alpert Medical School of Brown University, Providence, Rhode Island, United States; Robilliard R., Division of Pediatric Endocrinology and Diabetes, Hasbro Children's Hospital, Providence, Rhode Island, United States, Warren Alpert Medical School of Brown University, Providence, Rhode Island, United States; Groblewski J.C., Division of Otolaryngology, The Warren Alpert Medical School of Brown University, Providence, Rhode Island, United States; Tarro J.M., Rhode Island ENT Physicians, Inc, Providence, Rhode Island, United States; Chen S., Department of Pathology and Laboratory Medicine, Nationwide Children's Hospital, Columbus, OH, United States, Department of Pathology, The Ohio State University College of Medicine, Columbus, OH, United States; Topor L.S., Division of Pediatric Endocrinology and Diabetes, Hasbro Children's Hospital, Providence, Rhode Island, United States, Warren Alpert Medical School of Brown University, Providence, Rhode Island, United States","","R. Robilliard; Pediatric Endocrinology and Diabetes Center, Rhode Island Hospital, Providence, 593 Eddy Street, 02903, United States; email: renee_robilliard@brown.edu","","Elsevier B.V.","23760605","","","","English","AACE Clin. Case Rep.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85182529547"
"Nozue T.; Tada H.; Murakami M.; Michishita I.","Nozue, Tsuyoshi (7003920628); Tada, Hayato (9333723300); Murakami, Masami (7404135229); Michishita, Ichiro (6602670141)","7003920628; 9333723300; 7404135229; 6602670141","A case of hyperchylomicronemia associated with GPIHBP1 autoantibodies and fluctuating thyroid autoimmune disease","2023","Journal of Clinical Lipidology","17","1","","68","72","4","3","10.1016/j.jacl.2022.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141982197&doi=10.1016%2fj.jacl.2022.10.005&partnerID=40&md5=7e73f649b1bf09d2dedb5a9ba8652225","Division of Cardiology, Department of Internal Medicine, Yokohama Sakae Kyosai Hospital, Yokohama, Japan; Department of Cardiovascular Medicine, Kanazawa University Graduate School of Medical Sciences, Kanazawa, Japan; Department of Clinical Laboratory Medicine, Gunma University, Graduate School of Medicine, Maebashi, Japan","Nozue T., Division of Cardiology, Department of Internal Medicine, Yokohama Sakae Kyosai Hospital, Yokohama, Japan; Tada H., Department of Cardiovascular Medicine, Kanazawa University Graduate School of Medical Sciences, Kanazawa, Japan; Murakami M., Department of Clinical Laboratory Medicine, Gunma University, Graduate School of Medicine, Maebashi, Japan; Michishita I., Division of Cardiology, Department of Internal Medicine, Yokohama Sakae Kyosai Hospital, Yokohama, Japan","Minagawa Medical Clinic; Japan Society for the Promotion of Science, JSPS, (23K24226)","T. Nozue; Division of Cardiology, Department of Internal Medicine, Yokohama Sakae Kyosai Hospital, Federation of National Public Service Personnel Mutual Associations, Sakae-ku, 132 Katsura-cho, 247-8581, Japan; email: nozue2493@yahoo.co.jp","","Elsevier Ltd","19332874","","","36402671","English","J. Clin. Lipidology","Article","Final","","Scopus","2-s2.0-85141982197"
"Grossi A.; Palma A.; Zanni G.; Novelli A.; Loddo S.; Cappa M.; Fierabracci A.","Grossi, Armando (7102690231); Palma, Alessia (16022987600); Zanni, Ginevra (7003411814); Novelli, Antonio (7005749853); Loddo, Sara (35741024900); Cappa, Marco (7005522789); Fierabracci, Alessandra (6603222969)","7102690231; 16022987600; 7003411814; 7005749853; 35741024900; 7005522789; 6603222969","Multiorgan autoimmunity in a Turner syndrome patient with partial monosomy 2q and trisomy 10p","2013","Gene","515","2","","439","443","4","10","10.1016/j.gene.2012.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872490306&doi=10.1016%2fj.gene.2012.12.007&partnerID=40&md5=b20b53fa0b5d11cb70c80efb4d464750","Division of Endocrinology, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Immunology Area, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Unit of Molecular Medicine, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Cytogenetic Laboratory, Institute CSS Mendel, Rome, Italy","Grossi A., Division of Endocrinology, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Palma A., Immunology Area, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Zanni G., Unit of Molecular Medicine, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Novelli A., Cytogenetic Laboratory, Institute CSS Mendel, Rome, Italy; Loddo S., Cytogenetic Laboratory, Institute CSS Mendel, Rome, Italy; Cappa M., Division of Endocrinology, Bambino Gesù Children's Hospital IRCCS, Rome, Italy; Fierabracci A., Immunology Area, Bambino Gesù Children's Hospital IRCCS, Rome, Italy","Italian Ministry of Health","A. Fierabracci; Immunology Area, Children's Hospital Bambino Gesù IRCCS, 00165 Rome, Piazza S. Onofrio, 4, Italy; email: fierabracci@opbg.net","","","18790038","","GENED","23262341","English","Gene","Article","Final","","Scopus","2-s2.0-84872490306"
"Raterman H.G.; Nurmohamed M.T.","Raterman, Hennie G. (23482733200); Nurmohamed, Michael T. (7004233066)","23482733200; 7004233066","Hypothyroidism in rheumatoid arthritis - To screen or not to screen?","2012","Journal of Rheumatology","39","5","","885","886","1","3","10.3899/jrheum.120015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860745737&doi=10.3899%2fjrheum.120015&partnerID=40&md5=41966e4ec8217ccb5c2860eabfc0ee58","Department of Rheumatology, VU University, Medical Center, Netherlands; Department of Rheumatology, Jan van Breemen Institute, Amsterdam, Jan van Breemenstraat 2, Netherlands","Raterman H.G., Department of Rheumatology, VU University, Medical Center, Netherlands; Nurmohamed M.T., Department of Rheumatology, Jan van Breemen Institute, Amsterdam, Jan van Breemenstraat 2, Netherlands","","M.T. Nurmohamed; Department of Rheumatology, Jan van Breemen Institute, Amsterdam, Jan van Breemenstraat 2, Netherlands; email: m.nurmohamed@reade.nl","","","14992752","","JRHUA","22550004","English","J. Rheumatol.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84860745737"
"Gul K.; Ozdemir D.; Ugras S.; Inancli S.S.; Ersoy R.; Cakir B.","Gul, Kamile (22834319800); Ozdemir, Didem (35273086000); Ugras, Serdar (25930629300); Inancli, Serap S. (36086164200); Ersoy, Reyhan (6506842170); Cakir, Bekir (7005581111)","22834319800; 35273086000; 25930629300; 36086164200; 6506842170; 7005581111","Coexistent familial nonmultiple endocrine neoplasia medullary thyroid carcinoma and papillary thyroid carcinoma associated with RET polymorphism","2010","American Journal of the Medical Sciences","340","1","","60","63","3","7","10.1097/MAJ.0b013e3181dfb245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954656355&doi=10.1097%2fMAJ.0b013e3181dfb245&partnerID=40&md5=71929ae7fb579e97707b54da87827560","Department of Endocrinology and Metabolism, Ankara Ataturk Education and Research Hospital, Bilkent, Ankara, Turkey; Department of Pathology, Selcuk University, Selcuklu Medical Faculty, Konya, Turkey","Gul K., Department of Endocrinology and Metabolism, Ankara Ataturk Education and Research Hospital, Bilkent, Ankara, Turkey; Ozdemir D., Department of Endocrinology and Metabolism, Ankara Ataturk Education and Research Hospital, Bilkent, Ankara, Turkey; Ugras S., Department of Pathology, Selcuk University, Selcuklu Medical Faculty, Konya, Turkey; Inancli S.S., Department of Endocrinology and Metabolism, Ankara Ataturk Education and Research Hospital, Bilkent, Ankara, Turkey; Ersoy R., Department of Endocrinology and Metabolism, Ankara Ataturk Education and Research Hospital, Bilkent, Ankara, Turkey; Cakir B., Department of Endocrinology and Metabolism, Ankara Ataturk Education and Research Hospital, Bilkent, Ankara, Turkey","","K. Gul; Atatürk Eǧitim Ve Araşsirma Hastanesi Endotem Plk, Ceyhun Atif Kansu Cad. Ilhami Soysal Sokak, Balgat, Çankaya, Ankara, No: 4, 06520, Turkey; email: kamilegul@yahoo.com","","Lippincott Williams and Wilkins","00029629","","AJMSA","20463576","English","Am. J. Med. Sci.","Article","Final","","Scopus","2-s2.0-77954656355"
"Ting M.J.M.; Zhang R.; Lim E.M.; Ward B.K.; Wilson S.G.; Walsh J.P.","Ting, Matthew J. M (57497365000); Zhang, Rui (57540697200); Lim, Ee Mun (57211786799); Ward, Bryan K. (57189717953); Wilson, Scott G. (35428868100); Walsh, John P. (57198907139)","57497365000; 57540697200; 57211786799; 57189717953; 35428868100; 57198907139","Familial Dysalbuminemic Hyperthyroxinemia as a Cause for Discordant Thyroid Function Tests","2021","Journal of the Endocrine Society","5","4","bvab012","","","","5","10.1210/jendso/bvab012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126799649&doi=10.1210%2fjendso%2fbvab012&partnerID=40&md5=3d022743ef77ca04e7586a81f0b0d47e","Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Nedlands, Australia; PathWest Laboratory Medicine, Nedlands, Australia; Harry Perkins Institute of Medical Research, Centre for Medical Research, University of Western Australia, Nedlands, Australia; School of Biomedical Sciences, University of Western Australia, Crawley, Australia; Department of Twin Research and Genetic Epidemiology, King's College London, London, United Kingdom; Medical School, University of Western Australia, Crawley, Australia","Ting M.J.M., Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Nedlands, Australia; Zhang R., PathWest Laboratory Medicine, Nedlands, Australia; Lim E.M., Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Nedlands, Australia, PathWest Laboratory Medicine, Nedlands, Australia; Ward B.K., Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Nedlands, Australia, Harry Perkins Institute of Medical Research, Centre for Medical Research, University of Western Australia, Nedlands, Australia; Wilson S.G., Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Nedlands, Australia, School of Biomedical Sciences, University of Western Australia, Crawley, Australia, Department of Twin Research and Genetic Epidemiology, King's College London, London, United Kingdom; Walsh J.P., Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Nedlands, Australia, Medical School, University of Western Australia, Crawley, Australia","","M.J.M. Ting; Department of Endocrinology and Diabetes, Queen Elizabeth II Medical Centre, Nedlands, 6 Verdun Street, 6009, Australia; email: matthew.ting@health.wa.gov.au","","Endocrine Society","24721972","","","","English","J. Endocr. Soc.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85126799649"
"Kawashima S.-T.; Tagami T.; Nakao K.; Nanba K.; Tamanaha T.; Usui T.; Naruse M.; Minamiguchi S.; Mori Y.; Tsuji J.; Tanaka I.; Shimatsu A.","Kawashima, Sachiko-Tsukamoto (36764777900); Tagami, Tetsuya (55461699900); Nakao, Kanako (57193330218); Nanba, Kazutaka (57200186826); Tamanaha, Tamiko (23986242300); Usui, Takeshi (10540848000); Naruse, Mitsuhide (7102482600); Minamiguchi, Sachiko (6603407388); Mori, Yusuke (7404197475); Tsuji, Jun (35849915600); Tanaka, Issei (56079732900); Shimatsu, Akira (7004544877)","36764777900; 55461699900; 57193330218; 57200186826; 23986242300; 10540848000; 7102482600; 6603407388; 7404197475; 35849915600; 56079732900; 7004544877","Serum levels of IgG and IgG4 in Hashimoto thyroiditis","2014","Endocrine","45","2","","236","243","7","26","10.1007/s12020-013-9988-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896730688&doi=10.1007%2fs12020-013-9988-9&partnerID=40&md5=20cdf9c4dd3c5dc48fccf943cc6a7a48","Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan; Clinical Research Institute for Endocrine and Metabolic Diseases, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Department of Surgical Pathology, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Department of Otolaryngology, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Department of Endocrinology, Metabolism and Diabetes, Hirakata Kosai Hospital, Osaka 573-0153, Japan","Kawashima S.-T., Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan; Tagami T., Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan, Clinical Research Institute for Endocrine and Metabolic Diseases, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Nakao K., Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan; Nanba K., Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan; Tamanaha T., Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan; Usui T., Clinical Research Institute for Endocrine and Metabolic Diseases, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Naruse M., Clinical Research Institute for Endocrine and Metabolic Diseases, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Minamiguchi S., Department of Surgical Pathology, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Mori Y., Department of Otolaryngology, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Tsuji J., Department of Otolaryngology, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan; Tanaka I., Department of Endocrinology, Metabolism and Diabetes, Hirakata Kosai Hospital, Osaka 573-0153, Japan; Shimatsu A., Clinical Research Institute for Endocrine and Metabolic Diseases, National Hospital Organization, Kyoto Medical Center, Kyoto 612-8555, Japan","","T. Tagami; Division of Endocrinology and Metabolism, National Hospital Organization, Kyoto Medical Center, Fukakusa, Fushimi-ku, Kyoto 612-8555, Mukaihata-cho 1-1, Japan; email: ttagami@kyotolan.hosp.go.jp","","Humana Press Inc.","1355008X","","EOCRE","23695895","English","Endocrine","Article","Final","","Scopus","2-s2.0-84896730688"
